Gemeinde_Name,Einwohner,Einwohneraenderung,Bevoelkerungsdichte_pro_km2,Auslaender_in_prozent,Zero_to_Nineteen,Twenty_to_Sixtyfour,Sixtyfive_and_more,Marriage, Divorce,Birth,Death,Household,Household_size_average,area,settled_area_percentage,settled_area_chagne_in_ha,agricultural_area_percentage,agricultural_area_change_in_ha,woods_area_percentage,unproductive_area_percentage,Workers_total,first_sector_Workers_total,second_sector_Workers_total,third_sector_Workers_total,Workplaces_total,first_sector_Workplaces_total,second_sector_Workplaces_total,third_sector_Workplaces_total,Empty_Appartments_Number,New_homes_per_1000_inhabitants,Socialsecurity_in_Percent,FDP,CVP,SP,SVP,EVP_CSP,GLP,BDP,PdA_Sol,GPS,Small_parties,title_de_CH,title_fr_CH,title_it_CH,title_rm_CH,date,shortcode,domain,status,type,district,entity_id,counted,yeas,nays,invalid,empty,eligible_voters,expats,total_votes,Wahlbeteiligung,Yes_ratio,No_ratio,Famous_Person_list,Famous_Person_count,Bevoelkerungsdichte_normalized_inverse,Auslaender_in_prozent_normalized_inverse,Buenzli_Rank_ranking_1,Bevoelkerungsdichte_normalized,Einwohner_normalized,Socialising_Rank_ranking_2,famous_person_count_district,inhabitants_district,famous_people_per_capita,third_sector_Workers_ratio,third_sector_Workers_total_normalized,famous_people_per_capita_normalized,New_homes_per_1000_inhabitants_normalized,Famous_People_relation_to_third_sector_and_new_homes_ranking_3
Sagogn,728,8.4947839046,105.2023121387,9.478021978,21.5659340659,55.3571428571,23.0769230769,5.5286800276,2.7643400138,6.9108500346,2.7643400138,322,2.2577639752,6.92,9.3525179856,37,19.1366906475,-41,58.9928057554,12.5179856115,109,12,21,76,44,4,7,33,2.0161290323,23.3236151603,X,7.5357950264,29.6910324039,14.845516202,22.5320271289,*,8.0633006782,8.4400904295,*,8.8922381311,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Surselva,3581,True,280,120,2,0,562,0.0,400,0.7117437722419929,0.7,0.3,0,0.0,0.8474342502169993,0.8362812237468076,81.8870889770396,0.15256574978300072,0.018228955683383292,12.788130031597419,25.0,21289,0.0011743153741368782,0.6972477064220184,0.002460749315495789,0.1941250069391363,0.70116618075722,23.391020912996748
Schluein,612,17.017208413,127.7661795407,21.0784313725,17.4836601307,64.3790849673,18.137254902,6.3492063492,4.7619047619,17.4603174603,11.1111111111,294,2.0714285714,4.79,7.4844074844,12,29.106029106,-22,56.340956341,7.0686070686,299,13,58,228,80,5,17,58,0.5524861878,1.6051364366,1.54,3.2544378698,40.2366863905,5.7692307692,31.2130177515,*,11.2426035503,4.8816568047,*,3.4023668639,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Surselva,3582,True,162,108,1,0,413,0.0,270,0.6537530266343826,0.6,0.4,0,0.0,0.8143787254321148,0.5228966245916429,63.21506551842412,0.18562127456788524,0.015096275891868535,15.882522929203159,25.0,21289,0.0011743153741368782,0.7625418060200669,0.007728832357120577,0.1941250069391363,0.04825441412533576,12.632080073436589
Vals,979,-8.2474226804,5.5764411028,20.0204290092,14.708886619,62.1041879469,23.1869254341,4.0281973817,1.0070493454,7.0493454179,10.0704934542,476,2.0567226891,175.56,0.5641025641,29,32.1595441595,-368,12.2393162393,55.037037037,686,73,192,421,115,30,19,66,2.7944111776,0.0,1.29,6.0155239327,46.1836998706,6.9857697283,16.6235446313,*,3.1047865459,16.8822768435,*,4.2043984476,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Surselva,3603,True,307,132,1,4,715,0.0,439,0.6139860139860139,0.6993166287015945,0.3006833712984054,0,0.0,0.9933837627970546,0.5514785164242869,69.44680065964052,0.006616237202945361,0.02500742661157471,6.23708623353528,25.0,21289,0.0011743153741368782,0.6137026239067055,0.014417911482341525,0.1941250069391363,0.0,11.983918350936147
Lumnezia,2019,-8.8898916968,12.2008701958,6.3893016345,13.9177810797,56.7607726597,29.3214462605,3.4610630408,1.4833127318,8.4054388133,10.3831891224,922,2.1496746204,165.48,1.4385880077,46,44.8319632495,-385,21.7238878143,32.0055609284,828,252,161,415,237,103,34,100,0.8536585366,4.8851978505,X,2.0996711358,56.0839868454,5.9954464963,22.4892486719,*,3.3645332659,5.4895016443,*,4.4776119403,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Surselva,3618,True,617,495,4,8,1713,0.0,1112,0.6491535318155283,0.5548561151079137,0.4451438848920863,0,0.0,0.9836791329936566,0.9197228811773702,89.38148651619493,0.016320867006343436,0.05309352129412082,10.127467655948564,25.0,21289,0.0011743153741368782,0.501207729468599,0.0142099608359616,0.1941250069391363,0.14686126038080313,14.426753842200672
Ilanz/Glion,4757,3.2111087004,35.6382978723,16.3128021863,18.4359890687,58.7134748791,22.8505360521,3.1535793125,1.8921475875,7.7788289709,12.4040786292,2112,2.1638257576,133.48,2.7278177458,64,36.0986211031,-383,37.8447242206,23.3288369305,3229,199,576,2454,489,78,64,347,1.1442336646,11.6921768707,1.6,5.158116655,36.8657765285,11.4406184118,28.1517919888,*,6.9290231904,7.2382290935,*,4.2164441321,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Surselva,3619,True,1289,982,20,10,3537,0.0,2271,0.642069550466497,0.567591369440775,0.432408630559225,0,0.0,0.9493438633498625,0.6516399078198648,73.93560349199696,0.050656136650137455,0.1270355667179778,14.228734332652685,25.0,21289,0.0011743153741368782,0.7599876122638588,0.08487852216407306,0.1941250069391363,0.35149606717577025,19.486267053106054
Fürstenau,357,2.0,270.4545454545,10.9243697479,20.7282913165,55.7422969188,23.5294117647,2.8169014085,0.0,8.4507042254,14.0845070423,159,2.2264150943,1.32,10.7692307692,1,50.0,-2,33.0769230769,6.1538461538,X,13,0,169,X,4,X,22,1.0050251256,5.7306590258,X,15.2103559871,7.4433656958,16.9902912621,32.8478964401,*,6.9579288026,15.5339805825,*,5.0161812298,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3633,True,86,92,1,1,251,0.0,178,0.7091633466135459,0.4831460674157303,0.5168539325842697,"August Schröder (1908–1993), Landesarchivar im LWL-Archivamt für Westfalen in Münster, Träger des Bundesverdienstkreuzes, die Stadt Fürstenau verlieh ihm die Ehrenbürgerschaft, in Hollenstede geboren|Bernhard Süskind (1921–2018), Opfer des Nationalsozialismus, Ehrenbürger von Fürstenau|Hinrich Just Müller (1740–1811), überregional bekannter Orgelbauer|August von Eye (1825–1896), Dichter, Philosoph, Schriftsteller, Kultur- und Kunsthistoriker und Maler|Wilhelm Varenhorst (1865–1944), Jurist und Politiker (DRP)|Bernhard Haverkamp (1875–1935), Kaufmann und Politiker (Zentrum)|Wilhelm Canenbley (1901–1973), Landwirtschaftsfunktionär|Franz Berding (1915–2010), Politiker (CDU), 1966 war er Landesminister in Nordrhein-Westfalen, zwischen 1969 und 1972 Bundestagsmitglied|Ida Raming (* 1932), katholische Theologin und Autorin|Reinhard Freiherr von Schorlemer (* 1938), Land- und Forstwirt, Politiker (CDU), von 1980 bis 2002 Bundestagsmitglied sowie von 1988 bis 1992 Präsident der Schutzgemeinschaft Deutscher Wald (SDW)|Willi Reimann (* 1949), Fußballprofi und Trainer|Karl-Heinz Menke (* 1950), Theologe, Priester und Seelsorger, Professor für Dogmatik und Theologische Propädeutik an der Katholisch-Theologischen Fakultät der Universität Bonn|Uwe Jursch (* 1963), Fußballprofi beim VfL Osnabrück und Hannover 96, mit Hannover 96 wurde er 1992 DFB-Pokalsieger|Oda Thormeyer (* 1964), Schauspielerin|Dirk van den Boom (* 1966), Schriftsteller|Personen, die mit der Stadt in Verbindung stehen|Gottfried von Arnsberg (um 1285–1363), Bischof von Osnabrück und Bremen und gründete die Burg Fürstenau|Heinrich II. von Moers (vermutlich 1391–1450), Bischof von Münster und Osnabrück und erkor Fürstenau zu seiner Residenz|Erich von Braunschweig-Grubenhagen (1478–1532), von 1508 bis 1532 Fürstbischof von Paderborn und Osnabrück und im Jahr 1532 gewählter Bischof von Münster, er verstarb in seiner Fürstenauer Residenz|Konrad III. von Diepholz (1424–1482), von 1455 bis 1482 Bischof von Osnabrück, verstarb in Fürstenau|Franz von Waldeck (wahrscheinlich 1491–1553), ab 1532 Bischof von Osnabrück und Münster, Administrator von Minden und Kölner Domherr|Konrad VI. (Rietberg) († 1508), Bischof von Münster und Osnabrück|Johann II. von Hoya (1529–1574), Fürstbischof von Osnabrück, Münster und Paderborn, die Fürstenauer Burg erweiterte er zu einem Schloss mit Parkanlagen, das sein ständiger Wohnsitz war|Heinrich von Sachsen-Lauenburg (1550–1585), Erzfürstbischof von Bremen (Heinrich III.), Fürstbischof von Osnabrück (Heinrich II.) und von Paderborn (Heinrich IV.)|Bernhard von Waldeck (1561–1591), Bischof von Osnabrück|Philipp Sigismund von Braunschweig-Wolfenbüttel (1568–1623), Fürstbischof von Osnabrück und Verden|Hans Christoph von Königsmarck (1600–1663), Heerführer in schwedischen Diensten und belagerte 1647 Fürstenau|Michael Wilhelm Kobolt von Tambach († 1667), Militärkommandant und Drost von Fürstenau, er leitete 1637 die Verteidigung Fürstenaus gegen den Landgrafen Wilhelm von Hessen|Günter Sponheuer (* 1945), freischaffender Maler und Diplom-Designer|Dirk Hafemeister (1958–2017), Reitprofi, bei den Olympischen Sommerspielen 1988 in Seoul gewann er eine Goldmedaille im „Springreiten Mannschaft Mixed“, ein weiterer Erfolg mit der Deutschen Springreiter Equipe ist der Weltmeistertitel 1994|Luciana Diniz (* 1970), wohnte und trainierte ein paar Jahre lang in Schwagstorf, Brasilianische Springreiterin und Teilnehmerin der Olympischen Sommerspiele 2004 in Athen und bei der Weltmeisterschaft 1994 in Den Haag|Doris Achelwilm (* 1976), Journalistin, Politikerin (Die Linke) und Bundestagsabgeordnete, aufgewachsen in Hollenstede|Simon Herrmann (* 1985), er ist im Wasserski bislang zweifacher Europameister 2003, Deutscher Meister im Slalom und Weltmeister im Slalom 2008, er trug sich im Jahre 2004 ins Goldene Buch der Stadt Fürstenau ein",33.0,0.6053436902607852,0.7972081961755582,72.49747028074576,0.3946563097392148,0.008209781522590403,27.3325519867295,52.0,13783,0.0037727635492998623,0.9285714285714286,0.005683984334384639,0.6236721125497154,0.17227793696328478,40.42425200350665
Rothenbrunnen,304,-3.1847133758,97.7491961415,12.1710526316,19.7368421053,62.1710526316,18.0921052632,0.0,3.3167495854,9.9502487562,0.0,131,2.3053435115,3.11,9.3548387097,5,11.2903225806,-9,68.3870967742,10.9677419355,493,13,31,449,27,5,6,16,2.5,0.0,X,7.610619469,7.2566371681,19.8230088496,37.1681415929,*,8.1415929204,13.0973451327,*,6.9026548673,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3637,True,84,67,0,1,220,0.0,151,0.6863636363636364,0.5562913907284768,0.4437086092715231,0,0.0,0.8583528864676372,0.7635291075765677,77.91153293750666,0.14164711353236284,0.006778470928191418,14.25388605340267,52.0,13783,0.0037727635492998623,0.9107505070993914,0.015388347832114511,0.6236721125497154,0.0,37.77938820239893
Scharans,790,-2.8290282903,55.2834149755,3.417721519,21.0126582278,56.835443038,22.1518987342,1.2666244459,1.2666244459,15.1994933502,15.1994933502,336,2.3273809524,14.29,3.7788663401,9,25.7522743177,-33,64.1007697691,6.3680895731,416,28,46,342,68,11,5,52,0.2079002079,2.478314746,X,10.1137800253,8.8495575221,23.0720606827,28.9506953224,*,11.2515802781,9.2920353982,*,8.4702907712,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3638,True,276,194,3,3,657,0.0,470,0.715372907153729,0.5872340425531914,0.4127659574468085,"Bernardo da Poschiavo (* um 1475 in Scharans ?; † nach 1522 in Ramosch), Baumeister|Philipp Gallicius (1504–1566), Reformierter Pfarrer, Reformator und Liederdichter, um 1530 in Scharans|Jörg Jenatsch (1596–1639), Bündner Politiker und Heerführer, Prädikant 1617–1618 und evangelischer Pfarrer 1628–1630 in Scharans|Florian Cajori (1859–1930), schweizerisch-US-amerikanischer Mathematiker und Mathematikhistoriker|Linard Bardill (* 1956), Liedermacher und Schriftsteller",5.0,0.9205642377769332,1.0,92.87314225253684,0.07943576222306681,0.01990331902022739,11.316223225264931,52.0,13783,0.0037727635492998623,0.8221153846153846,0.011679894638339168,0.6236721125497154,0.07450433705169951,38.93459657873917
Sils im Domleschg,960,9.7142857143,103.4482758621,16.7708333333,23.2291666667,54.7916666667,21.9791666667,4.203888597,0.0,6.3058328954,7.3568050447,402,2.3656716418,9.28,8.064516129,7,14.623655914,-4,70.4301075269,6.8817204301,341,12,195,134,78,5,25,48,4.0322580645,11.8279569892,0.74,14.0527950311,6.8322981366,14.5186335404,39.0527950311,*,6.4440993789,15.5279503106,*,3.5714285714,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3640,True,258,193,0,4,656,0.0,451,0.6875,0.5720620842572062,0.4279379157427938,"Thomas Conrad von Baldenstein (1784–1878) auf Schloss Bandenstein geborener Naturforscher der Vogelwelt der Alpen|Arno Jehli (* 30. März 1950) ist ein Schweizer Musiker, Kapellmeister und Komponist.",2.0,0.8500038713099507,0.6392662145714842,71.05264758311102,0.14999612869004933,0.02449431526641281,15.030242827684,52.0,13783,0.0037727635492998623,0.39296187683284456,0.004470938897168405,0.6236721125497154,0.3555779569881806,43.45094794371987
Cazis,2264,12.7490039841,72.6106478512,16.519434629,19.9204946996,59.8498233216,20.2296819788,3.1166518255,2.2261798753,7.1237756011,6.2333036509,944,2.2584745763,31.18,6.25,39,50.0641025641,-163,36.5064102564,7.1794871795,1255,103,272,880,181,39,40,102,1.0183299389,3.2198712052,1.08,6.6644451849,17.9940019993,14.0953015661,33.4555148284,*,7.4641786071,13.4621792736,*,6.8643785405,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3661,True,541,504,3,2,1658,0.0,1045,0.6302774427020507,0.5177033492822967,0.4822966507177033,"Johann Anton Rizzi (1825–1868), Porträtmaler und Kirchenmaler|Wilhelm Maria Rizzi (1802–1858), Porträtmaler und Kirchenmaler",2.0,0.8951802570270109,0.6460577405854314,71.81644458706752,0.1048197429729891,0.05970995706068217,15.119230609592893,52.0,13783,0.0037727635492998623,0.701195219123506,0.03032613593040585,0.6236721125497154,0.0967973781064218,39.74122622646609
Flerden,247,7.8602620087,40.5582922824,4.048582996,27.9352226721,53.4412955466,18.6234817814,0.0,0.0,4.0404040404,8.0808080808,97,2.5257731959,6.09,4.118616145,4,49.9176276771,-28,30.8072487644,15.1565074135,74,40,5,29,32,14,4,14,3.2051282051,23.6220472441,X,11.6700201207,13.4808853119,8.4507042254,25.754527163,*,9.8591549296,24.9496981891,*,5.8350100604,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3662,True,72,76,0,1,196,0.0,148,0.7551020408163265,0.4864864864864865,0.5135135135135135,"Johann Anton Caflisch (1860–1925), Jurist und Politiker",1.0,0.9421361894938223,0.9829573022495381,93.2735091517288,0.057863810506177685,0.005239136892705717,11.450971401579393,52.0,13783,0.0037727635492998623,0.3918918918918919,0.0008318025855197033,0.6236721125497154,0.7101377952764664,49.27536540125283
Masein,498,21.760391198,118.5714285714,5.2208835341,22.8915662651,60.843373494,16.265060241,0.0,0.0,4.0567951318,2.0283975659,199,2.4824120603,4.2,6.2052505967,7,38.6634844869,-5,52.9832935561,2.1479713604,81,27,5,49,X,10,X,23,0.8298755187,33.264033264,X,11.9,6.3,27.0,27.9,*,8.0,13.7,*,5.2,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3663,True,171,103,2,1,394,0.0,274,0.6954314720812182,0.6240875912408759,0.3759124087591241,"Petrus Domenicus Rosius à Porta (1734–1806), reformierter Pfarrer in Masein 1757–1758 und Kirchenhistoriker|Peter Anton Feldscher (1889–1979), Jurist und Diplomat",2.0,0.8278488151619274,0.9512876497633048,87.16133031025439,0.1721511848380725,0.012017607820897135,14.739574391861678,52.0,13783,0.0037727635492998623,0.6049382716049383,0.0015249714067861228,0.6236721125497154,1.0,54.122576085807935
Thusis,3278,14.1762452107,195.4680977937,32.9164124466,18.7004270897,61.1043319097,20.1952410006,7.6982294072,3.6951501155,7.6982294072,6.7744418784,1502,2.1511318242,16.77,7.7611940299,22,23.7014925373,-51,61.7313432836,6.8059701493,2323,24,473,1826,351,12,43,296,2.6427061311,8.7527352298,3.89,15.2391864795,12.9762245775,16.9578917216,30.3924376969,*,5.9295330851,11.6012603838,*,6.9034660556,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3668,True,657,459,13,15,1998,0.0,1116,0.5585585585585585,0.5887096774193549,0.4112903225806452,"Hans Ardüser (1557 – nach 1614), Bündner Wandermaler, Lehrer und Chronist|Hans Mohler (1919–2021), Mittelschullehrer, Schriftsteller. Ehrenbürger von Thusis|Annette Spiro (* 1957), Architektin|Joachim Beat Schmidt (* 1981), schweizerisch-isländischer Journalist und Schriftsteller",4.0,0.7151970383159291,0.20309403594574818,41.59690237589375,0.28480296168407093,0.08709389937616463,23.339086565393433,52.0,13783,0.0037727635492998623,0.7860525182953078,0.06311302117630749,0.6236721125497154,0.2631291028461257,43.278448961198855
Tschappina,133,-5.6737588652,5.3911633563,3.7593984962,16.5413533835,53.3834586466,30.0751879699,7.6045627376,7.6045627376,15.2091254753,0.0,56,2.3392857143,24.67,1.1755168221,10,36.9679773004,-153,27.6043777868,34.2521280908,58,36,0,22,25,15,0,10,0.4132231405,7.7519379845,X,5.9490084986,6.7988668555,7.3654390935,22.6628895184,*,10.1983002833,36.2606232295,*,10.7648725212,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3669,True,54,36,1,0,111,0.0,90,0.8108108108108109,0.6,0.4,"Reto Hänny (* 1947), Schriftsteller|Luzi Jenny (1925–2015), Mundartschriftsteller|Oscar Plattner (1922–2002), Radrennfahrer",3.0,0.9936551902537226,0.9907696100284927,96.16421508931147,0.006344809746277386,0.0021604688217343165,7.041974978289871,52.0,13783,0.0037727635492998623,0.3793103448275862,0.0005891934980764565,0.6236721125497154,0.23304263565926428,41.31811852892577
Urmein,147,33.6363636364,33.9491916859,7.4829931973,17.0068027211,44.2176870748,38.7755102041,6.6445182724,0.0,6.6445182724,13.2890365449,71,2.0422535211,4.33,6.6820276498,4,45.8525345622,-5,41.0138248848,6.4516129032,76,28,0,48,22,10,0,12,0.0,0.0,3.9,10.3448275862,10.0795755968,7.4270557029,24.6684350133,*,4.5092838196,38.1962864721,*,4.774535809,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3670,True,71,23,3,1,118,0.0,94,0.7966101694915254,0.7553191489361702,0.2446808510638297,0,0.0,0.951818363417342,0.8901768470374057,89.307485569374,0.04818163658265798,0.0025385508655378216,6.4195707566575875,52.0,13783,0.0037727635492998623,0.631578947368421,0.0014903129657228018,0.6236721125497154,0.0,37.45510072218312
Safiental,903,-4.746835443,5.9635451063,4.3189368771,20.2657807309,54.1528239203,25.5813953488,5.5432372506,0.0,11.0864745011,12.1951219512,376,2.3989361702,151.42,1.1887465328,51,38.7729494122,-324,31.0857218333,28.9525822216,437,188,61,188,151,72,14,65,0.2587322122,2.2099447514,X,4.368174727,7.9563182527,12.5845033801,29.9531981279,*,5.9282371295,31.8252730109,*,7.3842953718,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Surselva,3672,True,300,269,15,9,785,0.0,569,0.7248407643312101,0.5272407732864675,0.4727592267135325,"Friedrich Schaltegger (1851–1936), nachmals Thurgauer Kantonsarchivar und -bibliothekar, war 1879–1888 Pfarrer in Safien",1.0,0.9928166647125797,0.9756537028870246,93.90004350087221,0.007183335287420369,0.02295498123092711,9.056225403772485,25.0,21289,0.0011743153741368782,0.4302059496567506,0.006342494714587738,0.1941250069391363,0.06643646408902894,12.902766361172377
Domleschg,2113,11.1520252499,45.9947757945,5.5371509702,20.0662565073,60.3880738287,19.545669664,4.7846889952,2.3923444976,10.04784689,6.2200956938,903,2.3145071982,45.94,3.2637075718,45,36.0966057441,-142,49.3037423847,11.3359442994,559,152,60,347,185,49,26,110,3.8161993769,15.5700652938,0.77,12.2498191464,9.1391367253,25.0301422715,23.969134314,*,10.7547624789,10.2965999518,*,8.5604051121,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3673,True,658,556,23,11,1696,0.0,1214,0.7158018867924528,0.5420098846787479,0.457990115321252,0,0.0,0.9341718714859568,0.942743697535634,90.23485145968672,0.06582812851404317,0.055632072159658645,12.744990565197032,52.0,13783,0.0037727635492998623,0.6207513416815742,0.011853186843655772,0.6236721125497154,0.46807508789533064,45.4981525775904
Avers,171,0.5882352941,1.8363402062,5.2631578947,18.7134502924,54.3859649123,26.9005847953,5.8997050147,0.0,17.6991150442,29.4985250737,75,2.2666666667,93.12,0.4727116459,3,49.3661366566,-188,6.0270734852,44.1340782123,106,42,11,53,X,13,X,17,2.7906976744,0.0,X,7.6517150396,8.4432717678,14.7757255937,29.2875989446,*,9.234828496,29.2875989446,*,1.3192612137,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3681,True,39,46,2,0,135,0.0,85,0.6296296296296297,0.4588235294117647,0.5411764705882353,0,0.0,0.9988629209432585,0.9501456095903559,91.13414730027723,0.0011370790567415876,0.0031866915120581166,9.189516887893994,52.0,13783,0.0037727635492998623,0.5,0.0016636051710394067,0.6236721125497154,0.0,37.459144206973846
Sufers,145,12.4031007752,4.1883304448,10.3448275862,26.8965517241,46.2068965517,26.8965517241,0.0,0.0,6.9204152249,13.8408304498,58,2.4655172414,34.62,0.8391203704,1,12.0949074074,-44,25.9259259259,61.1400462963,85,30,25,30,26,8,4,14,0.9090909091,0.0,X,12.3076923077,3.8461538462,9.6153846154,27.6923076923,*,5.3846153846,38.0769230769,*,3.0769230769,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3695,True,52,27,0,2,106,0.0,79,0.7452830188679245,0.6582278481012658,0.3417721518987341,0,0.0,0.9954173116316668,0.8128645046610142,85.63667657866952,0.00458268836833316,0.002484539144994464,6.00116109081758,52.0,13783,0.0037727635492998623,0.35294117647058826,0.0008664610265830243,0.6236721125497154,0.0,37.44054417693653
Andeer,906,4.4982698962,19.5680345572,13.2450331126,19.8675496689,52.7593818985,27.3730684327,6.6152149945,3.3076074972,8.8202866593,16.5380374862,412,2.140776699,46.3,2.2859607505,12,31.7230968298,-75,44.2958809575,21.6950614622,465,29,94,342,88,11,19,58,2.4725274725,0.0,1.43,15.9477124183,11.6993464052,15.5555555556,26.4052287582,*,7.6470588235,17.3202614379,*,5.4248366013,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3701,True,249,205,8,1,695,0.0,454,0.6532374100719425,0.5484581497797357,0.4515418502202643,0,0.0,0.972886413828812,0.7345155675287284,79.24804618426225,0.02711358617118794,0.023035998811742148,9.63565148142372,52.0,13783,0.0037727635492998623,0.7354838709677419,0.011679894638339168,0.6236721125497154,0.0,37.69285762787751
Rongellen,53,35.8974358974,26.2376237624,9.4339622642,20.7547169811,69.8113207547,9.4339622642,0.0,0.0,18.8679245283,0.0,20,2.65,2.02,5.8823529412,0,15.1960784314,-1,64.2156862745,14.7058823529,11,6,0,5,X,X,0,X,0.0,0.0,X,5.3333333333,16.0,41.3333333333,18.6666666667,*,2.6666666667,16.0,*,0.0,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3711,True,10,20,0,1,43,0.0,30,0.6976744186046512,0.3333333333333333,0.6666666666666666,0,0.0,0.9631156255437353,0.8374714951655604,85.18652215188615,0.03688437445626469,0.0,12.83238191907013,52.0,13783,0.0037727635492998623,0.45454545454545453,0.0,0.6236721125497154,0.0,37.42032675298292
