Gemeinde_Name,Einwohner,Einwohneraenderung,Bevoelkerungsdichte_pro_km2,Auslaender_in_prozent,Zero_to_Nineteen,Twenty_to_Sixtyfour,Sixtyfive_and_more,Marriage, Divorce,Birth,Death,Household,Household_size_average,area,settled_area_percentage,settled_area_chagne_in_ha,agricultural_area_percentage,agricultural_area_change_in_ha,woods_area_percentage,unproductive_area_percentage,Workers_total,first_sector_Workers_total,second_sector_Workers_total,third_sector_Workers_total,Workplaces_total,first_sector_Workplaces_total,second_sector_Workplaces_total,third_sector_Workplaces_total,Empty_Appartments_Number,New_homes_per_1000_inhabitants,Socialsecurity_in_Percent,FDP,CVP,SP,SVP,EVP_CSP,GLP,BDP,PdA_Sol,GPS,Small_parties,title_de_CH,title_fr_CH,title_it_CH,title_rm_CH,date,shortcode,domain,status,type,district,entity_id,counted,yeas,nays,invalid,empty,eligible_voters,expats,total_votes,Wahlbeteiligung,Yes_ratio,No_ratio,Famous_Person_list,Famous_Person_count,Bevoelkerungsdichte_normalized_inverse,Auslaender_in_prozent_normalized_inverse,Buenzli_Rank_ranking_1,Bevoelkerungsdichte_normalized,Einwohner_normalized,Socialising_Rank_ranking_2,famous_person_count_district,inhabitants_district,famous_people_per_capita,third_sector_Workers_ratio,third_sector_Workers_total_normalized,famous_people_per_capita_normalized,New_homes_per_1000_inhabitants_normalized,Famous_People_relation_to_third_sector_and_new_homes_ranking_3
Zillis-Reischen,396,-11.6071428571,16.1830813241,16.9191919192,17.9292929293,61.6161616162,20.4545454545,0.0,0.0,2.5094102886,10.0376411543,178,2.2191011236,24.47,2.003270646,14,32.7882256746,-32,44.8896156991,20.3188879804,185,29,96,60,46,10,10,26,1.3392857143,5.1546391753,1.5,16.7962674961,7.6205287714,11.5085536547,30.6376360809,*,7.1539657854,24.1057542768,*,2.1772939347,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3712,True,101,84,0,0,282,0.0,185,0.6560283687943262,0.5459459459459459,0.4540540540540541,0,0.0,0.9778452891625012,0.6352583132645233,74.14960819555505,0.022154710837498724,0.009263010073185881,8.94109777600099,52.0,13783,0.0037727635492998623,0.32432432432432434,0.0019062142584826535,0.6236721125497154,0.1549613402076112,40.04749408914104
Ferrera,80,-3.6144578313,1.0601643255,11.25,8.75,56.25,35.0,0.0,0.0,12.9032258065,0.0,43,1.8372093023,75.46,0.3844114528,-1,24.7746553552,-110,17.948038176,56.8928950159,X,0,20,16,X,X,X,5,0.0,0.0,X,6.9230769231,12.3076923077,10.0,43.8461538462,*,2.3076923077,23.8461538462,*,0.7692307692,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3713,True,23,19,0,0,60,0.0,42,0.7,0.5476190476190477,0.4523809523809524,0,0.0,1.0,0.7884113078454329,83.71526975175642,0.0,0.0007291582273353318,7.566418341351501,52.0,13783,0.0037727635492998623,0.4444444444444444,0.0003812428516965307,0.6236721125497154,0.0,37.42922241952251
Rheinwald,581,-8.3596214511,4.2464551966,11.1876075731,16.8674698795,53.0120481928,30.1204819277,6.908462867,0.0,10.3626943005,12.0898100173,273,2.0769230769,136.82,1.1243337957,25,34.3286851135,-257,14.4484193619,50.0985617288,351,100,48,203,105,42,15,48,1.2836970475,0.0,X,17.307692307700002,10.8058608059,14.3772893773,26.0989010989,*,4.304029304,23.6263736264,*,3.4798534799,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3714,True,203,108,1,0,464,0.0,311,0.6702586206896551,0.6527331189710611,0.3472668810289389,0,0.0,0.9953321602637959,0.7900968367806138,83.16943978104086,0.00466783973620416,0.014259094223446489,6.528447326364879,52.0,13783,0.0037727635492998623,0.5783475783475783,0.006862371330537552,0.6236721125497154,0.0,37.58044875069547
Muntogna da Schons,360,-0.2770083102,6.7176712073,4.4444444444,19.1666666667,59.4444444444,21.3888888889,11.1888111888,2.7972027972,5.5944055944,5.5944055944,158,2.2658227848,53.59,1.0837070254,9,55.5119581465,-55,16.946935725,26.4573991031,254,113,5,136,X,36,X,30,0.5730659026,2.7700831025,X,12.6611957796,7.1512309496,13.5990621336,24.6189917937,*,5.7444314185,29.6600234467,*,6.5650644783,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Viamala,3715,True,108,84,0,4,299,0.0,192,0.6421404682274248,0.5625,0.4375,0,0.0,0.9917118880544645,0.9722631209401583,92.30773089556612,0.00828811194553547,0.008290799103405438,7.982441191249855,52.0,13783,0.0037727635492998623,0.5354330708661418,0.004540255779295047,0.6236721125497154,0.08327562326898953,38.91419310898297
Bonaduz,3467,26.6252739226,240.7638888889,13.7871358523,21.43063167,62.9074127488,15.6619555812,5.5898793763,2.942041777,8.5319211533,6.4724919094,1486,2.3156123822,14.4,7.8200692042,26,24.2906574394,-36,62.0069204152,5.8823529412,1538,68,876,594,178,12,26,140,3.652173913,14.2683667274,1.05,11.0598153352,20.4937775994,15.7567242071,26.8366118025,*,12.4448012846,7.7478924127,*,5.6603773585,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3721,True,1042,561,46,5,2420,0.0,1603,0.662396694214876,0.6500311915159077,0.3499688084840923,"Jörg Blaurock (1492–1529), Mitbegründer der reformatorischen Täuferbewegung, wurde in Bonaduz geboren.",1.0,0.6488397903086296,0.7198706835419315,68.8982417350765,0.35116020969137046,0.09219800696751194,25.6008835158076,32.0,21293,0.0015028413093504907,0.3862158647594278,0.02041382178629605,0.2484333306293575,0.42894277474289144,22.531368591823217
Domat/Ems,8132,10.4891304348,335.7555739059,23.3890801771,21.3108706345,60.1696999508,18.5194294147,3.7105751391,1.2368583797,10.8843537415,7.7922077922,3489,2.3155631986,24.22,14.6452145215,147,25.3712871287,-146,53.8778877888,6.1056105611,3521,57,1801,1663,385,16,68,301,0.9605399792,3.3457249071,1.42,10.5187319885,22.7974475093,18.3305887196,32.6265953067,*,6.8958419103,5.166735282,*,3.6640592837,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3722,True,2035,1130,33,20,5199,0.0,3165,0.6087709174841316,0.6429699842022117,0.3570300157977883,"Gion Antoni Bühler (1825–1897), Autor, Sprachpfleger, Lehrer|Dominikus Willi OCist (1844–1913), Abt von Marienstatt, Bischof von Limburg|Giulio Haas (* 1956), Diplomat|Flurin Spescha (1958–2000), Autor und Publizist, hier geboren|Hendri Spescha (1928–1982), Autor und Politiker|Mauro Jörg (* 1990), Eishockeyspieler",6.0,0.5096792491436399,0.4604745388882492,49.99520150641801,0.49032075085636,0.21818034513489426,36.832081291539396,32.0,21293,0.0015028413093504907,0.47230900312411245,0.05746369528298617,0.2484333306293575,0.10058085501979434,17.9231669780277
Rhäzüns,1557,19.7692307692,116.454749439,19.3320488118,23.8278741169,60.4367373154,15.7353885678,3.9305601048,2.6203734032,8.5162135604,5.8958401572,630,2.453968254,13.37,4.9698795181,7,23.0421686747,-12,68.2981927711,3.6897590361,361,12,220,129,73,6,19,48,1.8469656992,26.7737617135,1.07,9.5213849287,18.533604888,19.450101833,29.8370672098,*,10.1323828921,6.6700610998,*,5.8553971487,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3723,True,445,235,4,1,1032,0.0,680,0.6589147286821705,0.6544117647058824,0.3455882352941176,"Christian Rathgeb (* 1970), Politiker (FDP), Ehrenbürger der Bürgergemeinde Rhäzüns",1.0,0.830949699344419,0.5700750801223606,66.31440739822797,0.16905030065558105,0.040616813848605146,15.13810112661126,32.0,21293,0.0015028413093504907,0.3573407202216066,0.0042976466918518,0.2484333306293575,0.8048862115128987,28.421048452452975
Felsberg,2589,13.2050721469,193.2089552239,12.7462340672,24.2564696794,60.8729239088,14.8706064117,4.6056419113,1.1514104778,11.1303012857,4.2218384187,1062,2.4237288136,13.4,5.1530993279,14,18.2225541449,-18,44.28678118,32.3375653473,477,20,207,250,117,7,32,78,0.6745362563,7.0066173608,1.45,11.2923152953,10.8722510502,17.123795404,27.7242401779,*,10.452186805,17.7662466024,*,4.7689646652,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3731,True,821,447,7,6,1891,0.0,1268,0.6705446853516658,0.6474763406940063,0.3525236593059936,0,0.0,0.7185066280187117,0.7479906039335444,72.62377580621148,0.2814933719812883,0.06848686164897783,21.522936608022537,32.0,21293,0.0015028413093504907,0.5241090146750524,0.008491318060513639,0.2484333306293575,0.21063643440926064,18.614737832661113
Flims,2912,9.4736842105,57.6633663366,24.1758241758,14.4574175824,62.8777472527,22.6648351648,4.5233124565,1.3917884482,6.9589422408,12.1781489214,1488,1.9375,50.5,4.4589774078,53,32.7586206897,-81,28.8149028934,33.9674990091,1767,42,332,1393,318,17,44,257,1.9353590091,19.8230088496,0.63,19.1690273843,10.4815864023,15.3210576015,29.4381491974,*,9.6789423985,7.9320113314,*,7.9792256846,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3732,True,945,405,9,11,1933,0.0,1350,0.6983962752198655,0.7,0.3,"Martin Accola (1928–2012), Pfarrer und Dekan der reformierten Bündnerkirche|Sina Candrian (* 1988), Snowboarderin|Hans von Capol (1470–1560), Hauptmann, Ammann von Flims und Landrichter|Wolf von Capol (1473–1563), Müller und Ammann von Flims|Gian Fontana (1897–1935) Schriftsteller|Stefan Gabriel (1570–1638), evangelisch-reformierter Pfarrer in Flims 1593–1599 und Begründer der rätoromanischen Schriftsprache des surselvischen Idioms|Lucius Gabriel (1597–1663), evangelisch-reformierter Pfarrer in Flims 1632–1638 und 1638–1663 und Bibelübersetzer in die rätoromanische Schriftsprache des surselvischen Idioms|Jules Geiger (1898–1987), Fotograf und Postkartenverlag|Reto Gurtner (* 1955), Ökonom, Jurist und Tourismus-Unternehmer|Theodore Garbade (1873–1961), Bankier, Präsident des Verbandes der Zigarrenhersteller Kubas|Rainer Küschall (* 1947), mehrfacher Paralympics-Gewinner, Weltmeister, Rennfahrer und Rollstuhldesigner, wuchs in Flims auf|Oreste Olgiati (* 23. April 1869 in Poschiavo; † 3. Oktober 1920 in Flims), Bündner Grossrat, Stadtpräsident von Chur, Regierungsrat|Rudolf Olgiati (1910–1995), Architekt in Flims|Valerio Olgiati (* 1958), Architekt und Architekturprofessor|Andri Ragettli (* 1998), Freeskier|Daniel Schmid (1941–2006), Filmemacher, wuchs im Hotel Schweizerhof auf",16.0,0.9170776660912351,0.4392206810039553,62.57737088994576,0.08292233390876495,0.07720975451673014,11.70073324802247,32.0,21293,0.0015028413093504907,0.7883418222976797,0.04810591619588951,0.2484333306293575,0.595929203541696,25.96062460802714
Tamins,1222,3.2094594595,29.9950908198,16.2847790507,18.9034369885,60.3927986907,20.7037643208,6.5600656007,2.4600246002,11.4801148011,3.2800328003,542,2.2435424354,40.74,1.3755833947,5,16.4333087693,-35,50.9211495947,31.2699582412,241,31,88,122,86,10,16,60,0.8438818565,0.0,0.66,17.3536895674,9.7709923664,23.6132315522,26.1577608142,*,7.1246819338,9.6692111959,*,6.31043257,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3733,True,349,261,13,3,913,0.0,610,0.6681270536692223,0.5721311475409836,0.4278688524590164,"Jakob Ragaz (1846–1922), Architekt|Leonhard Ragaz (1868–1945), reformierter Theologe|Georg Thürer (1908–2000), Literaturwissenschaftler und Historiker|Flury Koch (* 1945), Skilangläufer|Hans Jürg Domenig (* 1964), Unternehmer|Corinna Menn (* 1974), Architektin",6.0,0.9576110263883058,0.6523969517153364,74.65828577762082,0.042388973611694206,0.0315698506575927,10.266860833641068,32.0,21293,0.0015028413093504907,0.5062240663900415,0.004055037604408554,0.2484333306293575,0.0,15.000617381864318
Trin,1414,13.6655948553,29.9766800933,12.2347949081,19.0947666195,60.6789250354,20.2263083451,2.1097046414,0.0,10.5485232068,5.6258790436,653,2.1546707504,47.17,1.9686706181,27,32.4301439458,-30,24.8729889924,40.7281964437,357,45,134,178,103,14,23,66,2.2149302707,4.9715909091,0.42,19.6380438968,9.1259145168,25.8760107817,17.9437812861,*,10.7431651906,8.3943011167,*,8.2787832114,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Imboden,3734,True,512,257,10,6,1086,0.0,769,0.7081031307550645,0.6657997399219766,0.3342002600780234,"Johannes Caprez (1701–1777), evangelischer Geistlicher und Pietist, der sich für die Herrnhuter Brüdergemeine einsetzte.|Peter Peyer (* 1965), Grossrat und Regierungsrat (SP)",2.0,0.957637997661239,0.7618071125080434,81.16057144285055,0.04236200233876098,0.03675497582975506,8.894580224200254,32.0,21293,0.0015028413093504907,0.49859943977591037,0.005995910303954528,0.2484333306293575,0.14945845170496821,17.536878606603192
Zernez,1523,-3.2401524778,4.4268108359,18.8443860801,18.8443860801,57.7150361129,23.440577807,1.3114754098,3.2786885246,6.5573770492,9.1803278689,694,2.1714697406,344.04,0.6598453578,15,11.6330445904,-380,28.0216266496,59.6854834021,891,84,234,573,176,28,32,116,2.0869565217,0.6527415144,0.65,9.5108695652,7.8027950311,14.0916149068,34.8602484472,*,6.7546583851,18.8664596273,*,8.1133540373,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Engiadina Bassa/Val Müstair,3746,True,436,277,16,1,1072,0.0,713,0.6651119402985075,0.6115007012622721,0.3884992987377279,"Marcus Tatius Tatius Alpinus (um 1509–1562), Humanist, Übersetzer und Poet|Andrea Bezzola (1840–1897), Bundesrichter und Nationalratspräsident|Jon Guidon (1892–1966), Dichter|Andrea Schorta (1905–1990), Linguist, Gewinner Prix Charles Veillon und Bündner Kulturpreis|Rudolf Grass (1906–1982), Zernezer Dorffotograf|Robert F. Schloeth (1927–2012), Direktor des Schweizerischen Nationalparks, lebte 1958–1990 in Zernez|Jacques Guidon (1931–2021), Zeichner, Maler, Bildhauer, Schriftsteller und Theaterregisseur|Ursina Haller (* 1985), Snowboarderin",8.0,0.9950679435761705,0.5832492694547798,72.04386501651516,0.004932056423829544,0.03969861459936806,8.160766814051007,24.0,9197,0.002609546591279765,0.6430976430976431,0.019685994523966313,0.431381774689375,0.019623041776669622,26.66929704986621
Samnaun,772,-4.4554455446,13.7171286425,23.5751295337,15.5440414508,68.5233160622,15.932642487,6.497725796,3.8986354776,7.7972709552,5.1981806368,362,2.1104972376,56.28,1.1576135352,28,43.7399821906,-133,12.0926090828,43.0097951915,1170,44,43,1083,157,21,11,125,2.8355387524,0.0,X,17.4129353234,14.4278606965,2.1144278607,55.5970149254,*,2.6119402985,6.592039801,*,1.2437810945,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Engiadina Bassa/Val Müstair,3752,True,159,219,1,6,500,0.0,378,0.756,0.4206349206349206,0.5793650793650794,"Célina Hangl (* 1989), Skirennfahrerin|Marco Hangl (* 1967), Skirennfahrer|Martin Hangl (* 1962), Skirennfahrer|Thomas Tumler (* 1989), Skirennfahrer",4.0,0.9814578507208871,0.4554484229074795,66.3343180766922,0.018542149279112855,0.01941721353533717,11.233349452072288,24.0,9197,0.002609546591279765,0.9256410256410257,0.03736179946626001,0.431381774689375,0.0,26.754681802241905
Scuol,4624,-2.9387069689,10.5419145977,20.9126297578,18.2309688581,57.6124567474,24.1565743945,2.1703743896,1.9533369506,5.6429734129,10.41779707,2122,2.1399622997,438.63,0.9777554928,60,28.1110402042,-437,23.8194001276,47.0918041754,3251,238,556,2457,627,85,80,462,1.0551647538,6.9595476294,0.61,13.6731987623,7.2196846913,21.8063945779,24.4879917489,*,6.7629291292,14.5572417858,*,11.4925593046,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Engiadina Bassa/Val Müstair,3762,True,1267,774,20,20,3223,0.0,2041,0.6332609370152033,0.6207741303282704,0.3792258696717295,"Giacomo Rotondo (* um 1550 in Scuol; † nach 1613 ebenda), Baumeister, Architekt in Warschau|Ludwig Molitor (* um 1620 in Scuol; † 1683 in Latsch GR), reformierter Pfarrer, Kirchenlieddichter|Tumasch Rauch (* 22. Mai 1896 in Scuol; † 17. Februar 1979 ebenda), Musiker, Komponist und Bauer|Duri Bezzola (* 1942), Architekt und Nationalrat FdP|Clo Duri Bezzola (* 14. Juli 1945 in Scuol; † 2004), Schriftsteller|Nott Caviezel (* 1953 in Scuol), Kunsthistoriker und Universitätsprofessor|Barbara Janom Steiner (* 1963 in Scuol), Rechtsanwältin, BDP-Politikerin und Regierungsrätin|Bianca Mayer (Künstlername: Bibi Vaplan, * 1979 in Scuol), rätoromanische Musikerin und Sängerin",8.0,0.986109463172124,0.5273757486289956,68.26433943896355,0.013890536827876034,0.12344378730184451,11.494928414230673,24.0,9197,0.002609546591279765,0.7557674561673331,0.08498249748726303,0.431381774689375,0.20922140060904673,31.352854766216083
Valsot,841,-9.7639484979,5.2906391545,7.2532699168,18.5493460166,55.2913198573,26.159334126,3.5377358491,5.8962264151,5.8962264151,10.6132075472,370,2.272972973,158.96,0.9553739786,26,29.2960402263,-280,30.9868007542,38.7617850409,390,108,124,158,113,37,24,52,3.4722222222,8.1490104773,X,10.8370702541,7.9222720478,20.6278026906,28.9985052317,*,6.6517189836,15.7698056801,*,9.1928251121,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Engiadina Bassa/Val Müstair,3764,True,237,190,3,1,692,0.0,427,0.6170520231213873,0.5550351288056206,0.4449648711943794,"Familie Barblan. Bündner Familie von Vnà (heute Gemeinde Valsot), die im 19. und 20. Jahrhundert verschiedene Lehrer, Pfarrer und bedeutende Künstler hervorgebracht hat.Florian Barblan (* 1834 in Vnà; † 1896 ebenda), Vater von Otto, war Förster, Lehrer und Schulinspektor und gab rätoromanische Lieder heraus.|Otto Barblan (* 22. März 1860 in S-chanf; † 19. Dezember 1943 in Genf), Komponist und Organist|Gaudenz Barblan (1860–1916), Lehrer an der Landwirtschaftsschule Plantahof.|Jon Semadeni (1910–1981), Lehrer und Autor",4.0,0.993802455799335,0.8963828123380988,87.90535738403513,0.0061975442006650195,0.021280617894083018,8.485589238720403,24.0,9197,0.002609546591279765,0.40512820512820513,0.005302741482688109,0.431381774689375,0.24497962747407623,30.08963090719316
Bever,607,-8.0303030303,13.2677595628,16.1449752883,14.4975288303,63.4266886326,22.0757825371,4.9059689289,0.0,9.8119378577,4.9059689289,311,1.9324758842,45.75,1.2045554095,9,15.2869031975,-41,15.1335961454,68.3749452475,305,16,100,189,67,7,9,51,2.7950310559,0.0,X,18.1728880157,5.5009823183,29.1748526523,28.6836935167,*,6.3850687623,6.7779960707,*,5.304518664,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Maloja,3781,True,194,112,0,1,438,0.0,306,0.6986301369863014,0.6339869281045751,0.3660130718954248,0,0.0,0.9821161656492167,0.6561737448051458,76.1032536421893,0.017883834350783348,0.01496124659051014,7.483375842945675,110.0,18184,0.0060492740871095465,0.6196721311475409,0.006377153155651059,1.0,0.0,60.14880024029853
Celerina/Schlarigna,1502,-2.0221787345,62.53122398,27.7629826897,15.1797603196,63.2490013316,21.5712383489,4.6604527297,0.0,11.3182423435,4.6604527297,748,1.9879679144,24.02,4.6985446985,21,32.0166320166,-47,31.1434511435,32.1413721414,904,25,168,711,162,8,23,131,1.6433853739,2.6560424967,X,27.1143003588,6.8682726807,14.3516145566,27.1655561251,*,5.433111225,14.607893388,*,4.4592516658,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Maloja,3782,True,431,194,5,3,983,0.0,625,0.6358087487283826,0.6896,0.3104,"Jan Peider Danz (* um 1575 – 1620), 1600–1601 reformierter Pfarrer in Celerina|Antonio Frizzoni (* 1754 in Celerina; † 1835 in Bergamo), Sohn des Antonio, Kaufmann, Wohltäter|Thomas Frizzoni (* 1760 in Celerina; † 1845 in Bergamo), Maler und Mechaniker|Zaccaria Pallioppi (1820–1873), Jurist und Sprachforscher|Giovannes Mathis (1824–1912), rätoromanischer Schriftsteller|Paul Rée (1849–1901 in Celerina), empiristischer Philosoph und Arzt|Reto R. Bezzola (1898–1983), Romanist und Herausgeber eines Standardwörterbuchs|Vitale Ganzoni (* 1915 in Promontogno) (Bürgerort Celerina/Schlarigna), Maler, Holzbildhauer|Peter Issler (1922–2010), Architekt|Giuliano Pedretti (1924–2012), Zeichner, Sgraffitokünstler und Bildhauer|Gian Pedretti (* 1926), Plastiker, Maler und Schriftsteller|Erica Pedretti (1930–2022), Schriftstellerin, Objektkünstlerin und Malerin|Rem Koolhaas (* 1944), Architekt|Nico Baracchi (1957–2015), Skeleton- und Bobpilot|Barbara Hosch (* 1980), Skeletonpilotin",15.0,0.9099463713484537,0.3423137361923716,56.15193621618647,0.09005362865154631,0.039131491533662806,10.810657359973131,110.0,18184,0.0060492740871095465,0.786504424778761,0.024468859390704607,1.0,0.0798472775571236,61.901728011735166
Madulain,207,6.7010309278,12.714987715,26.0869565217,19.3236714976,57.4879227053,23.1884057971,14.3884892086,4.7961630695,9.5923261391,4.7961630695,92,2.25,16.28,2.629969419,24,30.7033639144,-45,14.495412844,52.1712538226,73,24,5,44,X,5,X,18,2.0881670534,0.0,X,14.6875,7.1875,20.3125,31.875,*,3.75,13.125,*,9.0625,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Maloja,3783,True,55,35,0,0,143,0.0,90,0.6293706293706294,0.6111111111111112,0.3888888888888889,0,0.0,0.9829259631537757,0.3875915165680603,60.6488369344203,0.01707403684622437,0.0041589024818385585,7.430762958639366,110.0,18184,0.0060492740871095465,0.6027397260273972,0.0013516792014695179,1.0,0.0,60.03153918136762
Pontresina,2147,7.6730190572,18.1641285956,33.6748952026,17.4662319516,63.2976245925,19.236143456,5.105592945,0.4641448132,6.0338825714,4.6414481318,1046,2.0430210325,118.2,1.505794772,27,16.3437949412,-56,9.1447424076,73.0056678792,1816,8,300,1508,X,X,31,216,0.9086975335,0.4555808656,X,28.3866057839,6.8873668189,13.203957382,26.0273972603,*,7.1537290715,13.3181126332,*,5.0228310502,*,Änderung vom 19. März 2021 des Covid-19-Gesetzes,Modification du 19 mars 2021 de la loi COVID-19,Modifica del 19 marzo 2021 della legge COVID-19,Midada dals 19 da mars 2021 da la Lescha COVID-19,2021-11-28,E3,federation,final,proposal,Maloja,3784,True,551,264,12,4,1273,0.0,815,0.6402199528672428,0.6760736196319018,0.3239263803680982,"Gian Marchet Colani (1772–1837), legendärer Jäger und Büchsenmacher|Wilhelm Conrad Röntgen (1845–1923), Nobelpreisträger für Physik; er verbrachte oft hier seine Sommerurlaube|Konstantin I. (Griechenland) (1868–1923), König von Griechenland; er erkrankte hier 1917|Otto Kober (* 1. März 1935 in Pontresina) (Bürgerort La Punt Chamues-ch), Maler, Architekt, Zeichner, Lithograf|Beat Anton Rüttimann (* 1967),  Schweizer Brückenbauer, der in Lateinamerika und Südostasien tätig ist. Tausende von Menschen in Süd- und Zentralamerika kennen ihn als Toni el Suizo.|Jessica Pünchera (* 1982), Skirennfahrerin|Curdin Perl (* 1984), Skilangläufer",7.0,0.9749431024045127,0.1826036544107774,49.65748718849755,0.025056897595487373,0.05655027140889573,8.64160484558389,110.0,18184,0.0060492740871095465,0.8303964757709251,0.05209163691817142,1.0,0.013695899772113697,61.44373652429256
